polyline,x,y,z,acceptance_criteria,internal diameter,wall thickness,pipe_segment_length
EUS-01-0038_F930_segment-1,291151.336,288901.5297,32.7849,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-1,291155.6368,288897.8101,32.706,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-1,291156.4121,288896.8884,32.6755,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-2,291156.4121,288896.8884,32.6755,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-2,291156.4121,288896.8884,32.6756,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291156.4121,288896.8884,32.6756,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291157.0928,288896.1694,32.676,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291162.225,288889.9255,32.6049,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291166.971,288884.1925,32.5383,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291171.3089,288878.1705,32.4303,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291173.9962,288873.9947,32.406,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291179.3847,288866.1429,32.3907,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291184.3896,288858.902,32.2588,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291190.0807,288851.142,32.0913,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291193.646,288846.1417,32.0565,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291197.295,288840.5388,32.0335,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291202.3862,288832.7952,31.9545,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291204.5873,288829.1329,31.8663,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
EUS-01-0038_F930_segment-3,291206.0105,288826.2924,31.8255,"Cast iron, lead-yarn joints (pre-1914) TW",152.4,10.922,3.658
